model,arm,config_hash,recurrence_kind,task,split,difficulty,reasoning_steps,step,n_seeds,cos_last,cos_last_vs_seed,cos_min_after_first,token_acc,exact_match
bdh,bdh/plain,76dd99c62a3e,plain,compose,interp,"{""depth"": 2}",16,17500,3,0.5991395190358162,0.0,0.5991395190358162,0.07266666666666667,0.07266666666666667
bdh,bdh/plain,76dd99c62a3e,plain,compose,interp,"{""depth"": 2}",16,20000,3,0.5983910659948984,0.0,0.5983910659948984,0.074,0.074
bdh,bdh/plain,76dd99c62a3e,plain,compose,interp,"{""depth"": 2}",16,22500,3,0.6039806753396988,0.0,0.6039806753396988,0.07733333333333332,0.07733333333333332
bdh,bdh/plain,76dd99c62a3e,plain,compose,interp,"{""depth"": 2}",16,25000,3,0.6096842090288798,0.0,0.6096842090288798,0.07733333333333332,0.07733333333333332
bdh,bdh/plain,76dd99c62a3e,plain,compose,interp,"{""depth"": 2}",16,27500,3,0.6069991514086723,0.0,0.6069991514086723,0.07133333333333333,0.07133333333333333
bdh,bdh/plain,76dd99c62a3e,plain,compose,interp,"{""depth"": 2}",16,30000,3,0.6032663658261299,0.0,0.6032663658261299,0.07933333333333333,0.07933333333333333
bdh,bdh/plain,76dd99c62a3e,plain,compose,interp,"{""depth"": 2}",16,32500,3,0.6008579035600027,0.0,0.6008579035600027,0.07733333333333334,0.07733333333333334
bdh,bdh/plain,76dd99c62a3e,plain,compose,interp,"{""depth"": 2}",16,35000,3,0.5971711203455925,0.0,0.5971711203455925,0.074,0.074
bdh,bdh/plain,76dd99c62a3e,plain,compose,interp,"{""depth"": 2}",16,37500,3,0.5962710926930109,0.0,0.5962710926930109,0.07866666666666666,0.07866666666666666
bdh,bdh/plain,76dd99c62a3e,plain,compose,interp,"{""depth"": 2}",16,40000,3,0.5953535040219625,0.0,0.5953535040219625,0.07733333333333332,0.07733333333333332
bdh,bdh/plain,76dd99c62a3e,plain,compose,interp,"{""depth"": 2}",32,40000,3,0.5963089236368736,0.0,0.5963089236368736,0.07733333333333332,0.07733333333333332
bdh,bdh/plain,76dd99c62a3e,plain,compose,mild,"{""depth"": 3}",1,2500,3,0.7944884424408277,0.0,0.7944884424408277,0.0,0.0
bdh,bdh/plain,76dd99c62a3e,plain,compose,mild,"{""depth"": 3}",1,5000,3,0.8182409356037775,0.0,0.8182409356037775,0.004,0.004
bdh,bdh/plain,76dd99c62a3e,plain,compose,mild,"{""depth"": 3}",1,7500,3,0.8430800711115202,0.0,0.8430800711115202,0.024000000000000004,0.024000000000000004
bdh,bdh/plain,76dd99c62a3e,plain,compose,mild,"{""depth"": 3}",1,10000,3,0.8320746496319771,0.0,0.8320746496319771,0.029333333333333336,0.029333333333333336
bdh,bdh/plain,76dd99c62a3e,plain,compose,mild,"{""depth"": 3}",1,12500,3,0.800204815963904,0.0,0.800204815963904,0.035333333333333335,0.035333333333333335
